generated_smiles,reached_max_length
Cc1cccc1)CB(c2cccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2Cl)c(Cl)c(C)c2c(F)c1F,False
Cc1ccccc1BCl,False
CC1(C)CB(c2ccccc3c2oc2c(C)cc(C)cc(CCCC2)c2c(F)c(F)c(F)c(B(c2cccc2)c2c(B(c2cccc2)c2ccccc4)ccc2)C1,False
CCN(CC)CCCCC3)c(Cl)c1c(F)c(F)c2cccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c2ccccccccccc1B(c1c(C)c(C)c(P(C(=C(B(c2c(C)c([P+]2(c2cccc2)c2cccc2)c(F)c(F)c(F)c(F)c1F)c1cc(C)c(Cl)c(Cl)c,True
Cc1ccc(C(N2CCCC1,False
Cc1cc(C)cc(C)cc(C(=C(B(c3c(C)c1,False
Cc1cc(C)c(Cl)c(Cl)c(Cl)c2c(C)c1,False
Cc1cc(C)cc2C)c2cccccc1)c1c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c1c(Cl)c(Cl)c2Cl)c1Cl,False
Fc1c(F)c(F)c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2F)c2F)c(F)c1F)C(CC)C(C)C)B(c2c(B(c2cccc3)c2c1Oc1c(F)c(F)c3F)ccccc3)[P+]2(c2ccccc2)c2c(Cl)c(Cl)c2Cl)C1c1ccc(CCCC3,True
Cc1cccc4cccc2)cc1C)c1c(Cl)c(Cl)c(C)c(C)cc2C)c(Cl)c(Cl)c(Cl)c(B(C3CCC(C)(C)N1C(C)(C)C=C(Pc1ccc2)c2c(C)cc2C)c(Cl)c(Cl)c(Cl)c2Cl)CCB(c1cc(C)c1ccc(P(CCB(c2ccccccc(c34)P2c2cc,True
CC(C)C)c23)c(Cl)c(C)c1,False
Cc1ccccc4cccc1)P(c1c(Cl)c(C)cc1)C2B(c2c(F)c(F)c(F)c(F)c(Cl)c(Cl)c(Cl)c3c(C(C)(C)C2C3CCC(CCP(c1c(Cl)c3Cl)c4Cl)c(C)cc2C)c(Cl)c1Cl,False
CC(C)C)N1Cc1ccc(C)c([B-]2(c3c(Cl)c(Cl)c2c(B(c2cccc5)c24)CC3)C2P(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F,False
CN1c2c(Cl)c(Cl)c3Cl)c(Cl)c1c(Cl)c(C)cc(C)c(Cl)c2c(Cl)c2c(Cl)c(Cl)c4Cl)c1ccc(OB(c2ccccc1,False
Cc1cccc1B(Cl)c(Cl)c1Cl)c(Cl)c2Cl)c1cc1c(C)c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)[P+]2(c2c(F)c(F)c3)c3c(Cl)c3Cl)c(Cl)c(Cl)c2Cl)c(C)cc(C)cc2C)c(Cl)c(Cl)c(Cl)c2c(F)c1P(c1,True
Cc1cc(C)cc2C)c(Cl)c(C)cc1C,False
FC(F)(F)F)c3c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(B(c3c(Cl)c2Cl)P(c1c(Cl)c1Cl,False
Fc1c(Cl)c(C)cc(C)cc(C)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1c(Cl)c(Cl)c(Cl)c(C)cc2C)cc1,False
CC(=C(c1c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c1P(c1c(F)c(F)c(F)c(F)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1c(F)c(F)c(F)c(F)c(F)c(F)c4F)cccc3c2CCCC2(C)C,False
Cc1cccc1)c1ccc(P(c4c(F)c(F)c(F)c(F)c(F)c2F)n1,False
CC1(C)CB(c2c(C)c(Cl)c4c(F)c(B2c3ccccc2)c2c(Cl)c1Cl)CCB(c2ccccc2)c2ccccccc23)c(C)c2cccccc1,False
Cc1cccc4)ccccc3O2)cc1C,False
CC(C)(C)C,False
CN(CC)(C)P(CB(c2c(Cl)c3Cl)c(C)cc3C)c(Cl)c2Cl)c(Cl)c(Cl)c(C)c1,False
Cc1cccccc3cccc3)c3c(F)c1F)c1F,False
Cc1ccc(P(C2=C3CCC(B(c2c(Cl)c2cccc21,False
Cc1cccc2B(c2c(Cl)c1Cl)c2Cl)c(C)c1,False
CC(C)(C)C)C(C)CCCC(C)(C)P(B(c1cccc1,False
Fc1c(F)c3c(F)c2F)(c1cc(C)c1,False
Cc1cc(C)cc2C)c2cccc3)c3c(Cl)c2Cl)C1c1cccc2C)c2c(C)c(P(CC(C)C[B-]2(c3c(C)cc(-c3c(F)c3F)c2F)c2F)(c2cc(-c3c(F)c(F)c1F)c1cc(C)c2cccccc2)cc1C,False
Cc1cc1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)c(Cl)c1cc(C)cc(C)c(Cl)c2c(Cl)c3Cl)c1Cl)c1Cl)c(Cl)c1ccccc1,False
Cc1cccc2)c2c(F)c(Cl)c2c(C)c(Cl)cccc3)c3cccc23)c(F)c(F)c2F)c(F)c(F)c2F)c2c(C)cc(C)c2c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c1F,False
Cc1ccccc3c2-c2cccc3)c3ccccc2c1-c1c(F)c2F)c2c(C)cc1C,False
Cc1ccc(C)c1cc(C)cc2C3(C)C,False
Fc1c(Cl)c(Cl)c3cccc1B(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c1Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2ccccc3B(c3ccccc2)c2cccccc1,False
CC1(CC)CC,False
CC(CCP(C(CB(c2c(F)c1cccc1,False
COB(OC)c1,False
Cc1cc(C)c(P(c2c(C)c(P(C2CCCC1)C1CCCC(C)C,False
Cc1cc(C)c1,False
CC(CC)(C)C)c(C)cc2C)c(P(c2cccc1,False
CC(=C(B(c3c(C)cc2C)c2ccccc2)c2c(B(c2cccc3cccccc2)c2ccccccc1)C2B(c2c(Cl)c(Cl)c(C)c1,False
Cc1ccccc2)c(Cl)c(Cl)c(Cl)c1c(Cl)c(Cl)c(Cl)c2c(Cl)c2Cl)c(Cl)c2c(P(CC(c3cccc3)C=C(Pc1cc(C)cc2C(C)(C)c1cccccc2B(c2c(Cl)c1Cl)CCB(c1c(Cl)c(Cl)c2Cl)CP(CCC(C)(C)P(c1cccc3B(c3cc,True
Clc1c(Cl)c(C(F)(F)F)c1F)=C(c2c(F)c(F)c2c(C)c1,False
Clc1c(Cl)c1Cl,False
CC(C)(CC)C(B(c1cc(C)c1,False
CC=C(Pc1cccc3c2-c2c(C)c(Cl)c1c(Cl)c(Cl)c(C)cc(C(C)(C)C,False
CC1(C)cc1,False
CC(C(C)N(Cc3cccc2)c2c(C)c(P(CCB(c2c(F)c(F)c(F)c(F)c(F)c1c(F)c(F)c(F)c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(B(c2c(F)c(F)c2F)n1,False
Fc1c(Cl)c1c(Cl)c1c(F)c(F)c2c(F)c(F)c(F)c(F)c(F)c2ccccc1)c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c3F)cccccc1B(Cl)c1c(F)c(F)c(F)c(F)c3F)c3c(Cl)c(Cl)c(Cl)c(C)cc(C)cc2C)c(B(c3c(C),True
c1cc(C)cc1C,False
Cc1cc(C)cc2C)c(Cl)c(Cl)c(C)c(Cl)c2Cl)n1,False
CC(B(c2c(Cl)c(Cl)c3c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2F)c2F)c2F)c2F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2F)c2F)c2F)c(F)c1F)c1F,False
CC(=C(c1c(Cl)c1Cl)P(c1c(C)c1,False
CC(B(c3c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(C)(C)C)CCCCC(C)(C)P(CB(c1c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2F)c2c(C)c1,False
Cc1ccc(B2c3ccccc(C)cc1,False
CC(C)(CC)C(c3c(C)cc(C(=C(B(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)n1,False
CC(C(C)(C)P(c1ccc(B(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c(F)c2F)c(F)c(F)c(F)c2cccc3)c3c(Cl)c(Cl)c1Cl,False
CCN(CC)C(C)(C)N1c1cc(C)c1cc(-c2cc(C)c1,False
Cc1ccccc2)c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2ccccccc2cccc(P(c2cc(C)c1,False
CC1CC(C3)C2B(c2c(P(c2c(Cl)c(Cl)c(C)c2Cl)P(c1ccc(c34)P2c2cccc(C)ccccc3)cccc2O1)C(C)C)cc(C)cc2C3(C)C2CCCC(=CC(CCP(c1cc(CB(c2cccccc2)c2cccccccc2)c2c(C)c2c(C)c1cccc1)P(c2c(P,True
CC(C)(C)P(c1c(Cl)c2Cl)c(Cl)c2Cl)c(Cl)cccccc23)c(Cl)c2Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1cc(C)cc(C)cc(C(=C(B(c1cccc3)c3c(F)c(F)c1c(Cl)c(Cl)c(C)c(Cl)c(Cl)c(Cl)c3Cl)c(Cl)c(Cl)c2c(Cl),True
CC1(C)C)N1c1ccc(B(c2c(C)cc(C)c1c(F)c(F)c(Cl)c(C)c1,False
CCC1,False
CC(C)(C)C)cc3C)C(c3c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1c(Cl)c3c(C)c1,False
CCN(CC)C(B(c2c(F)c2F)P(c2c(Cl)c(Cl)c1Cl,False
Cc1cccccc3C2(C)cc2C)C2CCCCP(c1c(F)c2c(F)c1F)=C(c1c(F)c(F)c(F)c(Cl)c1Cl,False
Cc1cc(C)cc(C)c1,False
CC1(C)COCC(C)(B(c1cc(C)c1,False
CC(C)(C)c(Cl)c(Cl)c2c(F)c2F)c2F)n1,False
Fc1c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C2C=C(CP(c1cc(C)c(C)c(Cl)c(Cl)c2Cl)c4Cl)c(Cl)c1Cl)c2Cl)C2)c2c(C)cc1)c1c(Cl)c(Cl)c(C)cc(C)c1,False
CC1(C)OB(c2c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c(Cl)c3Cl)c(B(c2cccc2P(c2c(C)c2cccc2)c2ccccccc1,False
Cc1cccc3c2-c2cccc5)c5ccccccc2B(c2cccc2)c2cccccc3B(c3c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c1c(F)c(F)c1cc(C)cc(C(C)C=C(B(c1cc(C)c(P(c2cccc2O1)C(CCP(c1c(F)c(F)c2F)[P+]1(c1c(Cl)c(Cl)c(C,True
Cc1cc(C(F)(F)F)c1ccc(CB(c2c(F)c(F)c3)c3c(Cl)c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c4Cl)c(Cl)c(Cl)c(C)c1cc(C)cc3C)C(C)C,False
CC1(C)c1,False
CCCCC2)C2CCCC2(C)C)C(B(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c2Cl)c2c(C)c([P+]2(c3cccc2)c2cccc1B1Oc2c(B(c3c(F)c2F)n1,False
Fc1c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c(C2N(Cc3ccccc3)c3c(C)c1c(Cl)c(Cl)c3Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2ccccn2)c2c(F)c(F)c(F)c(F)c1F)c1F,False
CC(C(C)(C)CCCCC2)C2CCCC2P(c2cccc1)c1cc(C)c(Cl)c(Cl)c(Cl)c1Cl)c1Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(F)c(F)c3F)CC(c3c(Cl)c(Cl)c(C)cc2C)c(Cl)c1c(C)cc(C)cc(C)cc(C)cc(C)cc1C,False
Cc1cccc1P(c1c(F)c(F)c2F)C2CCCC1(C)C)N1CCC2)c2c(C)c(P(c5ccccc4cccc1B(Cl)c(Cl)c(Cl)c(Cl)ccccc2B(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F)c1F,False
Cc1cccc2)c2cccc3)cc2C)c(P(c3c(C)c(Cl)c(Cl)c(C)cc(C)c1,False
Cc1cccc2P(c2c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(Cl)c3Cl)(c3cc(C)c1,False
Cc1cccc2)c2c(F)c(F)c(F)c(F)c(B(c3c(F)c(F)c(F)c(F)c(F)c2F)c2F)c1F)c1P(c1cccc1C,False
FC(F)(F)F)cccc(B2c3cc(C)c1,False
CC1(C)C)cc(C)cc2C)cc(C)c(Cl)c(Cl)c(Cl)c2Cl)c(C(F)(F)F)c(F)c2F)c2c(F)c(F)c(F)c1F,False
CC(C3)C2P(c2c(F)c3F)C2CCCCC2)c(Cl)c3cccc21,False
Cc1cccc2)CCCCC2)C2CCCC2(C)C,False
CC1(CC)C(B(c1c(B(c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c2cccccccccccc2C)c(Cl)c4Cl)c2c(Cl)c(Cl)c(Cl)c2Cl)c(C(=CCB(c2c(F)c2c(C)cc2C)c2cccc23)c(Cl)c(Cl)c3Cl)Cl,False
CC1(C)C)n(B(c3c(C)cc2C)c(C)c1,False
CC1(C)CCCC2(C)C1CCCCP(CC(c3c(F)c(F)c(F)c(F)c(B(c2ccccc2)c2cccc4)c4cccc2B(c2c(C)c(B(c3cccc2B(c1cccccc2cccc3O2)c2cccc2B(c2c(C)c(P(c2c(C)c1,False
Cc1cccc2c1-c1c(F)c(F)c(F)c(F)c(B(c4c(F)c(F)c(F)c3)c3c(F)c(F)c2F)C1c1ccccc1B(c1c(C)c2c(F)c(F)c2F)c2ccccc2B2OCC(C)C2CCCCC2(C)CB(c2ccccc2)c2ccccc(C)c(Cl)cccc3c2CCCCCC2N2CCC,True
Cc1cccc2C)c(B(Cc2cccccc2N3Cc2cccc3c2oc2c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,False
Fc1c(F)c(F)c1F,False
CC(C(C)(C)cc(C)cc2C)c(Cl)cc(C)c1,False
CC1(C)CB(c1cc(C)c(P(c2c(C)c(B(c2c(C)c1,False
Cc1ccccc21,False
Cc1cccc1)P(c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1cc(C)cc2C)C2C)C(B(c1cccc2)c(Cl)c(Cl)c1Cl)C(c1c(Cl)c(Cl)c2c(F)c1F,False
Cc1cc(C)cc(C)c1,False
Cc1ccccc2)c(F)c(F)c1,False
Cc1cccccccc23)c(Cl)c(Cl)c(Cl)c4cccc1C)c1ccc(C)cc2C)C(B(c2c(F)c(F)c(F)c(F)c2F)c(F)c(F)c3cccc1,False
CC(C)CCC[P+]2(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(B(c2ccccc2P(c2c(F)c(F)c(F)c1F,False
CC(C(CB(c1ccc(C(=CCB(c2c(Cl)c(Cl)c3cccc2)c2cccc2)c2cccc2)c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F)CP(c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2F)n1,False
CCN(CC)C(c1cc(C)cc3C)C(B(c3c(F)c2F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1cc(C)c1,False
CC1(C)C)C(C)COCC(C(CB(c2c(C)c(B(c3c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c2F)C2CC(P(c4c(F)c1P(C1CCCC2(C)c(B(c3ccccc2B(c1ccc(B(c1c(Cl)cccccc1,False
Fc1c(F)c(F)c1F,False
CC(C(C)C2CCCCC2)c(F)c2F)n1,False
Cc1cc(C(F)(F)F)cccc1B(Cl)c(Cl)c(C)cc2C)c(N(c2c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3Cl)C(C)(C)CB(c1c(Cl)c(Cl)c1Cl)c2Cl)c3Cl)c1ccc(C)c1,False
Cc1cc(C)cc(C)c(-c2cccc1)c1cc(C)c(P(c2c(Cl)c(Cl)c(Cl)c3Cl)(c3c(Cl)c(Cl)c(Cl)c1Cl)C2(c2c(Cl)c(Cl)c1P(C1CCC2)c(F)c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F)=C(c2c(,True
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)=C(c1cc(C)c(P(c5cccc2cccccccc1,False
Cc1cccc1)c1cc(C)cc(-c2cccc32)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c2c(F)c2F)c(F)c(F)c(Cl)c(Cl)c1c(F)c(F)c(F)c(F)c(F)c1F)c1F)CP(c1cccc1,False
Cc1cccccccn2)c2cccc1B(c1c(F)c(F)c(C)c(P(c2c(B(c3c(F)c(F)c1c(Cl)c1Cl)P(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)N2CCC,True
Cc1cccc2B(c2c(P(c3c(C)cc2C)c23)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)c(P(C2C[B-]2(c3cccc4)c4c(F)c1cc(C)c(P(c2cccccc1BCl,False
Cc1ccc(C)cc(C)c1,False
CC(C)(C)CC1(CC)C(CCP(C(CB(c2c(C)c1,False
c1cc(CCCC(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2c(F)c(F)c(F)c(F)c3c(F)c(F)c2c(C)cc2C)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1c(F)c(B(c1c(F)c(F)c(F)c(F)c(F)c([P+]1(C(C)C)cc2C(C)(C)N1CCCC1C[B,True
CC(C)C)c(Cl)c3c(Cl)c(Cl)c(Cl)c(C)c1,False
Clc1c(Cl)c(Cl)cccccc1P(c1ccccc3)ccccc(B(c4c(F)c(F)c(F)c2c(Cl)c1P(c1c(F)c(F)c(B(c2c(Cl)c(Cl)c2c(F)c(F)c2F)c(F)c(F)c(Cl)c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c,True
CC1(C)C=C(CP(c1c(Cl)c(Cl)c3Cl)c(C)c(Cl)c(Cl)c2Cl)c2C)c(B(C(=C(B(c2cc(C(F)(F)F)c(F)c(F)c2ccccc(C)c1,False
CC(CB(c1cccc(C)cc2C)c(Cl)c(Cl)c1Cl)Cl,False
CC1C(c1c(Cl)c(Cl)c2Cl)c(Cl)c(C2C[B-](c2c(F)c(F)c2F)c(C)c(Cl)c(C(C)(C)B(c2c(C)cc2C)c([P+]1(c1cc(C)c(B(c2c(Cl)c(Cl)c2Cl)c2Cl)CP(CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c(C)cc(C)cc(CB(c2,True
Cc1ccccc2)c2c(C)cc(C)c(Cl)c3Cl)c2Cl)c(Cl)c(Cl)c(Cl)c1Cl)c3Cl)c2c(F)c(F)c(F)c1F)c1F,False
CC1(C)C)B(c1c(Cl)c(Cl)c(C2CCCC(C)(C)P(CB(c2ccccc2)c2cccc1C,False
CC(C)(C)B(c1cc(C)cc(C)c(N(c2ccccc1)C2B(c2c(C)cc(C)cc2C)c(P(c3ccccc1B1Oc2c(F)c2F)c(F)c(F)c1c(F)c(F)c(F)c(F)c3c(Cl)c(B(c2c(F)c(F)c(F)c1P(C1CCCC3)c2c(F)c(F)c2F)c(C)c1,False
Cc1cccc(B(c2cccc1,False
c1cccc2)c2c(C)cc(C)cc(C)c1,False
Cc1ccc2)cc(C)cc(C)c(P(c2c(Cl)c(C)cc1,False
Cc1cc(C)c1,False
Cc1cccc2B(c1cccc(B(c1cccc2)c(Cl)c(Cl)c(Cl)c3c(C)c1,False
CCC1C(c1cccc2B2Oc3cccc3c2oc2c(Cl)c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c2Cl)CCP1c1cccc3c2-c2ccccc2)c2c(C)cc1)P(c2c(Cl)c2Cl)n1,False
Cc1ccc(C)cc(B(CCP(CC(C)(C)CCCCC2)C2CCCCCCCB(c1c(F)c(F)c2c(C)cc2C)cc(C)cc3C)c2c(B(c2cccc2)c2cccc2B(c2c(C)c(P(c5cccc4cccc2)c2c(F)c(F)c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c2F)c2F),True
Cc1cccc1,False
CC(C)(C)C,False
Cc1cc(C(C)C)cc2C)c(Cl)c2Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(B(c2c(C)c2ccccc(C)c1c(Cl)c(Cl)c3Cl)c2Cl)c(Cl)c1cc1c(F)c(F)c2c(B(c1c(F)c(F)c(F)c(F)c(F)c1F)c1cc(C)cc(C)cc1,False
CC(CC)C(C)(C)B(c1cccc3N(Cc3cccc3)c3c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c3Cl)c3Cl)c(Cl)cccc(C)cc(C)cc3C)c3cccccccc2)c2c(C)c1,False
Cc1cc(CCCC1(C)C)cc(C)cc(C)cc(-c3cc(C)c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c(F)c(F)c2F)C2(c2c(F)c(F)c(F)c(F)c(F)c2F)C2CCCC2)c(Cl)c(Cl)c3Cl)c2Cl)c(Cl)c(Cl)c2Cl)c2Cl)c(Cl)c(Cl,True
Cc1cc(C)cc(B(c2c(C)cc1,False
Cc1cccc1,False
CC(C)CC1(C)CB(c1cccc(B(c3c(F)c2F)c2F)P(c1cc(C(N2CCCCB(c1c(Cl)c3Cl)C(C)(C)c(Cl)c(F)c(F)c(F)c(P(c4cccc1P(c1cc(C)c(P(c2ccccc2B(c2c(F)c(F)c(F)c(F)c(F)c3)c3c(Cl)c(Cl)c2Cl)c(C,True
Cc1cccc3c2-c2c-3cccccc1,False
Bc1cccccc3)cc1C,False
Cc1cccc1)c1cc(C)c2cccc1)c1c(F)c(F)c(F)c1F)c1F)c1F,False
CC(=CCB(c2cccc2C)c2cccc(P(c4c(F)c(F)c(F)c2cccc3)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,False
Cc1cccc3C)c(B(CC(c2cccc2cccc3)C[B-](c2cccc3B(c3c(F)c(F)c1F)c1F)c1F)c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F)CP(c1c(F)c(F)c3F)cc(C)c(Cl)c(C)c(P(c4c(F)c(F)c(F)c1F,False
Cc1cccc1C,False
CCC1)C2B(c2cccc2)c2ccc3c2-c2c-3ccccc3)cc2C)c(Cl)c2c(Cl)c(Cl)c(Cl)c2Cl)c2Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(B(c2cc(-c2c-3ccccc2)c2cccc43)c12)C(C)(C)cc2C)c(Cl)c2Cl)c(Cl)c1Cl,False
Cc1cccc3c2-c2cc(C)cc(C)cc3C)c3c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c4cccc2B(c2cccc3N(Cc2cccc1B1Oc2ccccc4)c4cccccc4)c4ccccc2)cc1C)c1,False
CC1CC(C)(C)CCCCC3=C2P(c2cccc1,False
CC(C)P(CB(c1c(F)c(F)c1F,False
Cc1cccc23)c(Cl)c(Cl)c1Cl,False
CC1(C)c1,False
CC(C)(C)N1Cc1cc(C(=C(B(c1c(C)cc2C)c2c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)Cl,False
Cc1cccccc2)cc1,False
Fc1c(Cl)c3Cl)c(C2C[B-]2(c2cccc1,False
Fc1c(C)cc(C)cc2C)c2ccccc12,False
Cc1ccccc3)c3c(Cl)c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c(C)cc(C)cc(C)c(Cl)c(Cl)c(Cl)c3Cl)c(C)c1,False
